,decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
21,1960,0.604,0.357,6,-11.419,1,0.0269,0.0311,0.0,0.0927,0.638,100.721,185293,4,21.60974,9,1
22,1960,0.213,0.0581,8,-22.425,0,0.0487,0.982,0.69,0.167,0.0395,84.048,175453,4,60.08926,6,0
23,1960,0.427,0.14,9,-19.857,0,0.034,0.549,1.03e-06,0.0443,0.293,137.787,207293,4,70.51508,8,0
24,1960,0.26,0.0248,4,-24.431,0,0.0421,0.979,0.000378,0.228,0.0371,105.846,335867,4,49.09065,15,0
25,1960,0.81,0.524,7,-9.77,0,0.0339,0.77,1.03e-05,0.161,0.949,130.214,153093,4,32.41693,8,1
26,1960,0.498,0.527,5,-9.263,1,0.0298,0.0789,0.0,0.571,0.868,123.042,158267,4,31.82922,9,1
27,1960,0.844,0.299,0,-12.645,1,0.0621,0.848,0.844,0.102,0.566,102.088,131176,4,20.00939,6,1
28,1960,0.463,0.463,8,-12.178,1,0.0349,0.616,0.00157,0.584,0.811,109.603,69827,4,21.74699,5,0
29,1960,0.431,0.551,1,-12.732,1,0.0526,0.885,0.875,0.128,0.64,79.14,219240,4,23.24725,13,0
30,1960,0.515,0.699,0,-7.316,0,0.0483,0.657,0.0,0.154,0.783,111.28,175400,4,34.57855,9,1
31,1960,0.528,0.493,0,-12.346,1,0.0298,0.414,0.0,0.674,0.888,118.575,156507,4,29.90294,8,0
32,1960,0.357,0.216,3,-12.833,1,0.0343,0.767,4.31e-06,0.531,0.283,119.57,222733,4,37.34774,10,1
33,1960,0.283,0.0811,11,-20.653,1,0.047,0.982,0.771,0.0897,0.0797,88.961,236080,4,20.71075,12,0
34,1960,0.56,0.821,7,-4.09,1,0.0313,0.0853,0.000215,0.0592,0.793,117.568,148560,4,47.26445,6,0
35,1960,0.337,0.172,0,-16.735,1,0.031,0.784,0.000454,0.102,0.106,97.055,131587,4,41.29263,5,0
36,1960,0.565,0.358,0,-8.442,0,0.0259,0.579,0.0,0.198,0.535,100.826,155307,4,44.69729,10,0
37,1960,0.743,0.398,2,-8.328,0,0.048,0.808,0.0,0.106,0.833,118.568,170827,4,28.82001,9,1
38,1960,0.555,0.658,0,-4.487,1,0.0445,0.164,0.0,0.0363,0.44,120.911,77907,4,40.76595,4,0
39,1960,0.519,0.422,4,-8.732,1,0.0282,0.864,0.0,0.332,0.803,128.956,147227,4,30.01333,9,1
40,1960,0.566,0.49,0,-10.867,1,0.0414,0.791,1.42e-05,0.0919,0.847,134.934,153333,4,21.35312,9,1
41,1960,0.257,0.378,5,-9.61,1,0.0329,0.739,6.12e-05,0.12,0.385,81.541,193853,4,28.47678,11,0
42,1960,0.611,0.686,0,-10.647,0,0.0508,0.126,0.00129,0.38,0.701,147.076,177973,4,97.57327,7,1
43,1960,0.653,0.49,0,-10.106,1,0.0408,0.323,4.13e-06,0.0832,0.963,110.202,177773,4,45.44257,8,1
44,1960,0.203,0.375,0,-8.781,1,0.0346,0.862,4.89e-05,0.137,0.222,71.94,186520,4,36.57447,9,1
45,1960,0.721,0.137,1,-22.806,1,0.952,0.934,0.0001,0.128,0.495,86.454,106867,4,62.04209,4,0
46,1960,0.597,0.365,2,-12.031,0,0.0794,0.458,0.0,0.438,0.782,127.97,159133,4,53.1298,8,0
47,1960,0.559,0.41,9,-13.831,0,0.0495,0.224,0.78,0.0608,0.618,140.173,293147,4,45.08015,15,0
48,1960,0.475,0.474,3,-13.897,1,0.273,0.488,0.00501,0.0756,0.965,90.467,277013,4,34.274,11,0
49,1960,0.763,0.621,2,-9.908,1,0.0374,0.655,0.0,0.158,0.825,103.309,144320,4,33.20734,6,1
50,1960,0.468,0.756,0,-7.37,1,0.0969,0.619,0.956,0.319,0.718,124.191,166147,4,30.49287,10,0
51,1960,0.583,0.556,8,-12.165,0,0.0339,0.372,0.0,0.676,0.783,133.215,150373,4,59.0632,7,0
52,1960,0.611,0.697,9,-8.43,1,0.0437,0.406,0.0,0.24,0.971,139.521,182067,4,36.37854,9,0
53,1960,0.762,0.496,7,-12.845,0,0.289,0.493,0.0,0.325,0.704,122.049,155121,4,34.19932,9,0
54,1960,0.603,0.513,1,-7.329,1,0.0582,0.843,0.0,0.357,0.732,121.325,193282,4,32.60556,10,0
55,1960,0.275,0.241,10,-14.526,1,0.0293,0.805,0.0124,0.135,0.221,80.842,134640,4,59.05727,7,1
56,1960,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751,181307,4,21.41004,9,1
57,1960,0.608,0.0113,5,-32.324,1,0.0677,0.934,0.812,0.107,0.15,115.358,175800,4,51.19907,8,0
58,1960,0.492,0.47,0,-8.732,1,0.0275,0.703,0.0,0.373,0.559,110.284,188307,3,41.04032,10,0
59,1960,0.728,0.669,9,-8.755,0,0.24,0.857,0.0,0.11,0.862,126.755,111827,3,28.09344,7,0
60,1960,0.498,0.796,8,-4.882,1,0.0453,0.607,0.0,0.3,0.906,79.648,157027,4,30.47367,9,1
61,1960,0.24,0.0867,7,-18.238,0,0.0304,0.959,0.95,0.111,0.0371,98.185,97218,4,32.00987,6,0
62,1960,0.238,0.28,3,-11.502,1,0.0307,0.943,8.26e-05,0.331,0.275,77.224,189800,3,26.61457,9,0
63,1960,0.402,0.789,9,-6.148,1,0.124,0.891,0.0,0.294,0.949,172.346,139440,4,32.58046,7,1
64,1960,0.772,0.297,5,-14.679,0,0.053,0.854,7.59e-06,0.125,0.822,119.987,158200,4,24.09932,10,1
65,1960,0.306,0.495,5,-7.663,1,0.0273,0.621,0.0,0.37,0.666,165.462,193733,3,39.36782,10,1
66,1960,0.849,0.898,7,-6.064,1,0.0388,0.734,0.865,0.0438,0.967,134.396,120987,4,44.15837,5,0
67,1960,0.548,0.566,10,-11.876,1,0.0307,0.672,1.22e-05,0.112,0.805,100.813,187400,4,40.80977,10,1
68,1960,0.668,0.835,0,-0.507,0,0.0341,0.0941,1.17e-06,0.116,0.821,125.228,145293,4,20.93334,9,1
69,1960,0.66,0.743,8,-6.881,1,0.0325,0.302,0.0205,0.134,0.96,122.668,155867,4,33.07734,8,1
70,1960,0.573,0.671,7,-4.964,1,0.0308,0.495,1.5e-05,0.0487,0.932,132.734,136520,4,44.17469,7,1
71,1960,0.784,0.508,0,-9.541,0,0.039,0.641,0.508,0.084,0.488,121.314,138493,4,52.50819,7,1
72,1960,0.625,0.472,2,-11.18,1,0.0387,0.0368,0.0,0.148,0.617,109.302,162151,4,27.22585,9,1
73,1960,0.515,0.348,0,-12.457,1,0.0253,0.453,0.000227,0.339,0.266,92.746,185139,4,16.4416,11,1
74,1960,0.708,0.616,5,-10.827,1,0.198,0.445,0.0,0.299,0.908,177.061,156160,4,33.57208,8,1
75,1960,0.485,0.779,7,-14.235,1,0.039,0.367,0.432,0.18,0.483,133.223,129293,4,63.91615,8,1
76,1960,0.638,0.428,9,-12.156,0,0.0687,0.252,0.0,0.132,0.901,139.434,112800,4,21.22195,6,1
77,1960,0.468,0.102,11,-17.171,1,0.0381,0.995,0.000853,0.166,0.312,165.59,177253,4,36.73757,9,0
78,1960,0.622,0.644,3,-7.484,1,0.0367,0.586,0.0,0.0594,0.666,139.166,173653,4,20.97044,10,1
79,1960,0.614,0.151,1,-13.432,1,0.866,0.636,0.0,0.507,0.463,63.642,1109787,4,57.97933,50,0
80,1960,0.699,0.467,4,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287,130173,4,40.04655,8,1
81,1960,0.604,0.505,9,-12.404,1,0.0487,0.146,0.000286,0.0975,0.707,121.588,124080,4,40.20506,7,1
82,1960,0.78,0.429,0,-11.808,0,0.0445,0.217,0.0247,0.11,0.904,146.477,159418,4,25.37664,8,0
83,1960,0.711,0.586,10,-9.78,0,0.0514,0.435,6.48e-06,0.15,0.931,124.058,148507,4,57.92996,7,0
84,1960,0.304,0.519,8,-8.825,1,0.0359,0.21,0.00187,0.221,0.294,101.289,1119400,4,41.68337,41,0
85,1960,0.567,0.539,11,-13.61,1,0.126,0.292,0.0,0.0594,0.933,138.105,144627,4,54.7542,7,0
86,1960,0.775,0.688,3,-12.959,1,0.0699,0.224,0.0411,0.117,0.93,94.143,158508,4,42.2136,8,1
87,1960,0.145,0.167,9,-21.377,1,0.0289,0.807,0.0506,0.117,0.117,84.766,66101,4,27.23322,5,0
88,1960,0.87,0.546,0,-13.393,1,0.0572,0.247,0.849,0.104,0.929,135.676,211693,4,35.10797,9,0
89,1960,0.559,0.121,2,-19.291,0,0.443,0.888,0.0,0.651,0.443,82.343,60067,4,32.68329,3,0
90,1960,0.444,0.621,7,-9.138,0,0.271,0.697,2.51e-06,0.108,0.52,141.465,192293,4,65.42569,9,1
91,1960,0.371,0.929,9,-5.37,1,0.133,0.646,0.0,0.348,0.836,157.875,145227,4,34.36707,7,1
92,1960,0.677,0.661,4,-5.136,1,0.0436,0.114,5.44e-06,0.215,0.801,98.309,152693,4,37.60629,7,1
93,1960,0.57,0.551,8,-4.373,1,0.0283,0.689,5.88e-05,0.332,0.734,127.195,133413,4,31.31975,8,0
94,1960,0.145,0.187,6,-17.613,1,0.0404,0.942,0.00277,0.0958,0.039,86.726,226333,4,40.63766,9,0
95,1960,0.349,0.208,8,-15.491,1,0.037,0.799,0.217,0.13,0.176,135.098,160267,3,24.0336,11,1
96,1960,0.326,0.313,0,-16.17,1,0.0348,0.177,0.000569,0.0828,0.344,76.785,302640,4,33.53011,13,1
97,1960,0.211,0.578,7,-5.611,1,0.0465,0.864,0.907,0.11,0.0553,109.781,76933,4,50.55957,4,0
98,1960,0.683,0.464,0,-12.06,1,0.0566,0.0859,0.0632,0.152,0.657,89.62,143373,4,33.79143,6,0
99,1960,0.458,0.25,1,-8.087,1,0.0324,0.461,0.0,0.136,0.412,121.074,209080,3,29.1455,12,1
100,1960,0.471,0.579,0,-12.62,1,0.0278,0.123,0.68,0.429,0.386,93.206,259360,4,41.9211,12,1
101,1960,0.342,0.171,3,-16.481,1,0.0421,0.988,0.0,0.102,0.285,79.671,221453,4,40.65516,10,0
102,1960,0.205,0.398,5,-12.075,1,0.0322,0.163,6.48e-05,0.0542,0.0376,108.381,621267,4,57.37844,25,0
103,1960,0.475,0.318,8,-12.671,1,0.0487,0.935,0.902,0.0736,0.167,81.85,167900,3,94.28511,4,0
104,1960,0.563,0.447,0,-15.218,1,0.0323,0.81,0.00484,0.186,0.743,127.384,213000,4,25.19069,12,0
105,1960,0.18,0.196,10,-20.103,1,0.0361,0.981,0.217,0.153,0.0621,65.829,311267,4,37.59476,15,0
106,1960,0.253,0.04,11,-25.433,0,0.0391,0.661,0.302,0.114,0.0379,93.606,80707,3,14.29188,3,0
107,1960,0.122,0.331,11,-12.269,0,0.0339,0.824,0.453,0.105,0.0361,59.859,172200,4,70.61536,6,0
108,1960,0.597,0.29,2,-9.367,1,0.0507,0.821,0.0,0.287,0.377,107.706,179733,4,18.3724,10,0
109,1960,0.519,0.38,10,-22.881,0,0.0378,0.384,0.889,0.0659,0.72,112.145,579467,4,41.12642,29,0
110,1960,0.218,0.0625,10,-22.482,1,0.0463,0.991,1.82e-05,0.427,0.0826,79.981,210533,4,51.91726,9,0
111,1960,0.343,0.364,2,-16.701,0,0.103,0.341,0.0966,0.0413,0.393,137.348,192280,4,28.26109,9,0
112,1960,0.543,0.715,9,-5.195,1,0.0579,0.752,0.0,0.107,0.862,99.055,150307,4,79.33959,5,1
113,1960,0.374,0.148,7,-15.452,1,0.0305,0.467,7.25e-05,0.244,0.51,177.214,213573,3,29.53272,12,1
114,1960,0.587,0.715,3,-5.48,1,0.115,0.482,0.0,0.0976,0.951,155.946,206021,4,67.47362,8,0
115,1960,0.585,0.377,5,-13.253,1,0.0407,0.856,0.053,0.105,0.431,120.386,135640,3,57.26536,7,1
116,1960,0.438,0.559,6,-10.725,0,0.0457,0.667,0.0161,0.0524,0.585,105.369,910227,4,25.99429,35,0
117,1960,0.719,0.653,2,-11.572,1,0.0305,0.378,0.00364,0.129,0.96,106.718,139907,4,38.28275,9,1
118,1960,0.562,0.646,0,-10.697,0,0.0532,0.491,0.0,0.902,0.798,98.019,211091,4,41.66217,7,0
119,1960,0.586,0.51,9,-9.072,1,0.0379,0.463,0.0,0.221,0.638,119.045,146187,4,41.28802,7,1
120,1960,0.62,0.599,5,-4.746,1,0.28,0.899,0.00182,0.156,0.835,157.555,273920,3,40.2211,12,0
121,1960,0.7,0.626,3,-11.611,1,0.0315,0.72,6.55e-05,0.0974,0.964,112.826,148640,4,29.03452,9,1
122,1960,0.632,0.758,0,-3.414,1,0.0257,0.551,0.0446,0.173,0.948,109.427,140987,4,26.75254,8,1
123,1960,0.748,0.788,2,-11.284,1,0.067,0.135,3.81e-06,0.501,0.626,130.506,162333,4,19.26742,10,1
124,1960,0.549,0.289,0,-16.129,1,0.0486,0.761,0.0,0.0694,0.45,111.828,164440,4,32.25757,8,0
125,1960,0.354,0.123,9,-17.119,1,0.0398,0.977,0.000919,0.0962,0.096,129.039,392613,4,44.20496,21,0
126,1960,0.414,0.65,2,-9.028,0,0.0648,0.716,0.0252,0.291,0.51,175.245,163067,4,33.32711,9,0
127,1960,0.579,0.554,5,-8.896,1,0.0286,0.084,0.0,0.219,0.491,124.067,177867,4,32.6183,8,1
128,1960,0.486,0.526,11,-9.835,1,0.0415,0.21,0.00183,0.604,0.585,121.157,132467,4,53.36009,5,1
129,1960,0.637,0.916,7,-6.95,1,0.0458,0.0139,2.27e-05,0.21,0.506,114.987,247173,4,43.50466,8,1
130,1960,0.135,0.324,0,-11.517,0,0.0339,0.887,0.824,0.379,0.0639,91.097,89853,3,29.28488,4,0
131,1960,0.648,0.539,7,-11.514,0,0.0503,0.836,0.0781,0.146,0.781,131.569,150067,4,87.64104,5,1
132,1960,0.58,0.617,0,-8.706,1,0.0493,0.727,0.0,0.393,0.831,120.496,134013,4,41.91757,8,1
133,1960,0.377,0.916,4,-3.199,0,0.0481,0.26,0.0,0.074,0.912,75.533,140920,4,33.98704,7,1
134,1960,0.567,0.762,3,-12.355,1,0.0306,0.0741,0.415,0.377,0.813,145.513,163213,4,39.11564,10,0
135,1960,0.42,0.483,1,-13.608,1,0.033,0.165,0.0,0.111,0.533,93.834,167027,4,36.89252,7,1
136,1960,0.624,0.83,5,-4.854,0,0.151,0.618,0.0,0.187,0.828,87.597,131093,4,20.63379,7,0
137,1960,0.638,0.453,7,-7.744,1,0.026,0.757,0.0,0.277,0.614,97.303,178320,4,22.28787,10,0
138,1960,0.29,0.2,8,-12.748,1,0.0275,0.894,0.000569,0.221,0.233,88.654,163400,4,24.92348,9,1
139,1960,0.683,0.673,7,-10.406,1,0.0421,0.19,0.0,0.561,0.756,120.823,152976,4,24.59862,7,1
140,1960,0.213,0.168,5,-20.315,1,0.0382,0.952,0.69,0.136,0.206,122.744,123187,3,61.8196,5,0
141,1960,0.162,0.0383,2,-29.914,1,0.0375,0.242,0.354,0.205,0.0766,130.875,49533,4,5.69742,3,0
142,1960,0.567,0.927,2,-5.687,1,0.0824,0.126,0.000196,0.123,0.462,113.898,242600,4,51.86658,13,0
143,1960,0.394,0.18,9,-15.943,1,0.0355,0.965,0.00826,0.118,0.475,107.516,173773,4,21.89732,12,0
144,1960,0.556,0.742,8,-6.524,1,0.0524,0.612,2.6e-05,0.055,0.771,78.691,149293,4,50.60703,7,1
145,1960,0.344,0.431,4,-9.631,1,0.0314,0.793,0.0,0.19,0.688,105.97,176667,3,60.09674,7,1
146,1960,0.306,0.257,10,-10.658,1,0.0309,0.941,0.00654,0.118,0.157,145.148,159760,4,46.42505,8,1
147,1960,0.566,0.511,0,-8.13,0,0.0353,0.773,0.0,0.299,0.747,127.417,143573,4,47.77083,7,0
148,1960,0.094,0.104,7,-22.329,0,0.0316,0.985,0.943,0.158,0.0817,76.555,127107,1,83.21777,5,0
149,1960,0.616,0.736,10,-9.156,1,0.058,0.83,0.0156,0.117,0.818,131.501,149123,4,30.07348,9,1
150,1960,0.404,0.947,6,-4.692,1,0.149,0.615,2.95e-06,0.676,0.482,96.118,290893,4,19.77103,11,0
151,1960,0.505,0.758,1,-13.312,1,0.177,0.808,1.1e-05,0.0583,0.764,91.686,353637,3,28.48978,16,0
152,1960,0.33,0.858,11,-5.134,0,0.0552,0.052,0.0,0.0752,0.923,161.385,122627,4,27.08669,8,1
153,1960,0.465,0.276,2,-13.184,1,0.0242,0.809,0.000272,0.214,0.233,82.613,161733,4,31.35286,9,1
154,1960,0.177,0.279,9,-10.951,0,0.0312,0.8,0.0024,0.153,0.155,82.967,193373,3,20.98618,9,1
155,1960,0.522,0.0902,0,-22.234,1,0.0279,0.691,0.448,0.116,0.288,95.872,142107,5,38.47753,7,0
156,1960,0.633,0.504,1,-11.59,1,0.0437,0.774,3.41e-06,0.284,0.95,123.219,59598,4,35.55979,3,0
157,1960,0.446,0.538,4,-11.805,0,0.195,0.879,0.00229,0.952,0.786,144.075,163143,3,70.95664,5,0
158,1960,0.431,0.454,7,-14.31,1,0.0302,0.524,0.13,0.116,0.585,129.589,83360,4,35.03921,5,0
159,1960,0.181,0.294,5,-15.448,1,0.0395,0.987,0.0085,0.113,0.0577,101.506,186160,4,74.69106,10,0
160,1960,0.638,0.622,1,-10.035,0,0.0265,0.809,0.00385,0.0416,0.871,130.354,146400,4,21.2237,9,1
161,1960,0.48,0.7,7,-10.989,1,0.209,0.0522,0.0,0.645,0.3,111.388,183520,4,111.90201,6,0
162,1960,0.538,0.568,2,-5.7,1,0.0266,0.376,0.829,0.169,0.712,99.397,128800,3,34.85936,6,1
163,1960,0.438,0.451,4,-8.681,1,0.0263,0.719,0.0,0.116,0.438,102.776,163307,4,29.02095,10,1
164,1960,0.387,0.495,9,-8.923,0,0.0283,0.487,0.00814,0.112,0.58,143.993,182640,4,42.23437,9,0
165,1960,0.193,0.2,5,-14.117,0,0.0422,0.967,0.211,0.258,0.0387,139.318,157627,4,56.49552,7,0
166,1960,0.321,0.0227,8,-22.698,1,0.0349,0.953,0.0,0.313,0.312,83.319,155733,4,23.66008,8,1
167,1960,0.537,0.424,1,-11.448,1,0.0562,0.109,0.0,0.238,0.665,119.392,132453,4,21.89757,8,1
168,1960,0.379,0.276,9,-10.561,0,0.0465,0.747,0.0,0.186,0.521,151.211,184133,3,45.34149,11,0
169,1960,0.369,0.386,4,-9.105,1,0.03,0.866,8.37e-06,0.122,0.325,116.428,160267,4,22.81274,11,0
170,1960,0.725,0.327,0,-17.714,1,0.0387,0.113,0.326,0.214,0.688,110.438,187760,4,27.65453,11,1
171,1960,0.362,0.0719,9,-28.739,1,0.044,0.79,0.259,0.111,0.0619,98.836,91560,4,41.31111,5,0
172,1960,0.435,0.683,7,-13.837,1,0.0333,0.207,0.906,0.0723,0.921,146.541,162467,4,66.88441,5,1
173,1960,0.609,0.535,9,-8.913,0,0.0519,0.357,7.27e-06,0.124,0.681,84.982,131440,4,57.30981,6,0
174,1960,0.604,0.709,8,-6.377,1,0.158,0.0987,0.0,0.0551,0.907,167.832,137360,4,38.78992,9,1
175,1960,0.438,0.749,11,-10.815,0,0.0852,0.038,0.829,0.0762,0.567,126.825,205600,4,31.17982,10,1
176,1960,0.625,0.52,0,-7.911,1,0.0427,0.741,0.0,0.164,0.759,91.202,117853,4,61.10828,5,0
177,1960,0.304,0.453,11,-12.143,1,0.045,0.124,8.67e-06,0.332,0.387,94.919,221013,1,32.68509,9,0
178,1960,0.565,0.549,0,-13.023,1,0.0618,0.583,0.0,0.236,0.769,121.97,123160,4,19.38835,7,0
179,1960,0.192,0.197,1,-14.803,0,0.0347,0.9,0.194,0.31,0.0368,113.336,283573,4,59.41796,16,0
180,1960,0.315,0.313,7,-9.31,1,0.0466,0.779,3.66e-06,0.104,0.329,174.92,216133,3,46.0885,11,0
181,1960,0.14,0.0282,7,-29.836,0,0.0378,0.982,0.89,0.109,0.0366,141.12,456133,1,34.74756,18,0
182,1960,0.519,0.45,5,-9.133,1,0.0244,0.281,6.12e-06,0.152,0.549,72.115,143161,4,61.24355,6,1
183,1960,0.651,0.172,0,-14.556,1,0.038,0.841,0.000126,0.155,0.445,107.891,147640,3,21.77637,9,1
184,1960,0.428,0.432,8,-11.58,1,0.0288,0.575,0.00933,0.0888,0.808,135.142,211862,4,33.76803,11,1
185,1960,0.562,0.715,2,-8.481,1,0.0272,0.522,0.0,0.185,0.908,102.009,157467,4,28.6427,8,1
186,1960,0.718,0.572,11,-9.709,0,0.0603,0.903,3.37e-05,0.0816,0.684,133.386,230087,3,25.52221,10,0
187,1960,0.524,0.319,9,-10.114,1,0.043,0.841,5.34e-05,0.298,0.618,92.94,133733,4,48.86161,6,0
188,1960,0.484,0.412,2,-6.509,1,0.0345,0.855,0.0,0.135,0.772,135.355,142067,4,44.58351,5,0
189,1960,0.445,0.407,1,-9.501,1,0.0302,0.814,0.0,0.0964,0.531,105.7,186400,4,36.37958,9,1
190,1960,0.502,0.666,5,-12.483,1,0.0774,0.765,2.92e-06,0.256,0.923,100.746,164947,4,23.25319,9,0
191,1960,0.494,0.632,10,-12.71,0,0.0271,0.89,0.0144,0.154,0.95,133.49,185480,4,26.29471,9,0
192,1960,0.546,0.156,2,-18.601,1,0.0617,0.942,8.83e-06,0.226,0.466,80.106,154667,4,55.32668,8,0
193,1960,0.599,0.648,10,-10.893,1,0.0301,0.456,0.0,0.336,0.806,105.316,143173,4,28.97965,8,1
194,1960,0.381,0.552,9,-15.091,0,0.032,0.661,0.811,0.282,0.965,159.946,118960,4,33.42258,7,1
195,1960,0.579,0.332,5,-16.673,0,0.035,0.904,0.898,0.243,0.774,81.795,257093,4,34.84242,9,0
196,1960,0.431,0.374,9,-11.045,1,0.119,0.526,1.01e-05,0.94,0.287,134.071,278613,3,24.20992,15,1
197,1960,0.275,0.304,0,-12.556,1,0.0362,0.097,0.268,0.135,0.183,168.382,216493,4,23.82062,13,0
198,1960,0.565,0.729,0,-7.75,1,0.163,0.656,0.000147,0.0492,0.818,122.291,141373,4,30.88114,9,1
199,1960,0.595,0.471,1,-10.626,0,0.0295,0.0156,0.127,0.173,0.707,95.417,207613,4,32.21417,10,1
200,1960,0.368,0.259,6,-11.115,1,0.0277,0.95,6.93e-06,0.115,0.415,82.312,135733,4,23.10522,8,1
201,1960,0.555,0.723,7,-11.875,1,0.0536,0.683,0.0,0.115,0.925,169.864,129000,4,34.37603,7,1
202,1960,0.701,0.303,3,-15.786,1,0.215,0.926,0.498,0.129,0.317,98.847,51449,4,21.79699,3,0
203,1960,0.358,0.352,0,-11.467,1,0.04,0.717,0.895,0.328,0.808,135.425,190467,4,34.32962,11,0
204,1960,0.441,0.596,2,-6.327,0,0.0281,0.037,4.46e-06,0.172,0.497,83.411,177440,4,34.8822,9,1
205,1960,0.497,0.19,10,-11.957,1,0.0342,0.98,0.908,0.0993,0.349,117.05,309267,4,20.50086,18,0
206,1960,0.586,0.213,5,-19.175,0,0.0386,0.769,0.369,0.11,0.505,139.715,215092,4,52.48338,9,0
207,1960,0.459,0.61,9,-8.231,1,0.133,0.764,2.91e-06,0.11,0.865,202.036,257960,4,32.63404,12,0
208,1960,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,161907,4,27.64298,12,1
209,1960,0.658,0.405,9,-9.438,1,0.0356,0.242,6.57e-05,0.0943,0.666,119.878,168293,4,66.15212,10,1
210,1960,0.424,0.583,7,-9.617,0,0.0483,0.14,0.539,0.108,0.444,86.036,441467,4,27.34131,16,0
211,1960,0.805,0.473,10,-12.999,1,0.0507,0.24,0.00516,0.177,0.519,124.618,201200,4,23.14466,14,1
212,1960,0.405,0.269,0,-18.225,1,0.048,0.944,0.975,0.141,0.116,122.153,73573,4,14.11011,3,0
213,1960,0.304,0.196,10,-20.708,0,0.0524,0.961,0.952,0.948,0.139,133.025,219147,5,31.52418,10,0
214,1960,0.711,0.362,3,-10.851,0,0.0382,0.272,0.0,0.127,0.615,117.267,194293,4,39.45121,10,1
215,1960,0.593,0.549,7,-6.591,0,0.0279,0.8,0.0,0.118,0.865,109.465,155893,4,37.25066,9,1
216,1960,0.246,0.0378,9,-32.85,0,0.0396,0.991,0.853,0.088,0.0473,92.228,110600,4,18.14763,8,0
217,1960,0.201,0.178,9,-16.461,0,0.0334,0.916,0.906,0.0565,0.0519,80.312,343973,4,53.46055,17,0
218,1960,0.256,0.355,11,-12.827,1,0.0434,0.802,0.000187,0.254,0.372,72.275,179920,4,35.80117,9,1
219,1960,0.253,0.454,2,-11.041,1,0.0361,0.393,2.69e-06,0.0556,0.541,168.486,185667,3,37.65256,9,1
220,1960,0.649,0.208,5,-19.217,1,0.532,0.825,0.0,0.0823,0.483,103.691,123373,5,38.8458,6,1
221,1960,0.254,0.183,5,-13.423,1,0.0356,0.568,0.03,0.0952,0.289,183.713,192467,4,22.53801,10,0
222,1960,0.569,0.369,10,-10.48,0,0.0269,0.491,7.9e-05,0.103,0.562,113.486,158093,4,26.28277,9,0
