,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
59,0.323,0.666,4,-5.925,1,0.0335,0.31,0.0,0.163,0.734,176.455,146293,4,33.27774,7,1,60
60,0.646,0.526,3,-11.051,0,0.0456,0.921,0.801,0.103,0.726,149.0,134867,4,40.82342,5,1,60
61,0.326,0.114,6,-21.525,0,0.0368,0.814,6.9e-06,0.106,0.277,70.233,104025,5,25.52686,5,1,60
62,0.654,0.703,2,-7.06,0,0.0399,0.717,0.0,0.388,0.88,138.114,135533,4,30.28242,10,1,60
63,0.475,0.344,7,-6.096,1,0.0294,0.762,0.0,0.0697,0.663,105.634,168533,3,20.56063,10,0,60
64,0.515,0.623,9,-5.597,1,0.036,0.359,0.0,0.274,0.643,64.253,143627,4,59.12903,6,1,60
65,0.513,0.303,3,-13.547,1,0.0374,0.57,0.0,0.0803,0.629,102.905,149627,4,58.03597,6,1,60
66,0.458,0.631,7,-11.133,0,0.0537,0.565,0.000225,0.375,0.552,131.047,191027,4,38.35864,8,1,60
67,0.297,0.323,0,-13.847,1,0.0395,0.925,0.9,0.313,0.278,141.199,189893,3,31.46519,11,0,60
68,0.589,0.411,7,-11.1,0,0.0277,0.779,0.0,0.28,0.499,96.242,132800,3,68.79302,5,1,60
69,0.72,0.54,5,-11.483,0,0.0526,0.765,0.961,0.111,0.755,154.57,130547,4,26.46913,6,1,60
70,0.482,0.68,0,-6.689,1,0.0543,0.427,0.0,0.0765,0.879,145.853,136267,4,44.64307,7,0,60
71,0.501,0.741,2,-8.5,0,0.0423,0.836,0.00162,0.407,0.801,140.155,139733,4,38.99974,8,1,60
72,0.693,0.577,7,-6.657,1,0.0407,0.505,0.000397,0.101,0.87,122.869,274751,4,40.86194,10,0,60
73,0.322,0.925,4,-3.266,1,0.196,0.487,0.0,0.34,0.596,169.618,196053,4,28.70272,11,0,60
74,0.496,0.609,9,-9.459,0,0.0553,0.946,0.00176,0.268,0.809,113.16,172484,4,26.78221,8,0,60
75,0.253,0.232,0,-12.695,1,0.0318,0.805,0.00018,0.0939,0.307,173.819,148440,3,21.13239,9,1,60
76,0.683,0.803,5,-11.94,0,0.175,0.486,0.00187,0.0567,0.803,96.109,172147,4,28.42363,8,1,60
77,0.514,0.621,8,-6.825,1,0.055,0.23,0.0,0.29,0.794,153.46,136490,4,54.2077,7,0,60
78,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3,48.7407,12,1,60
79,0.477,0.404,7,-15.389,1,0.0279,0.743,4.74e-05,0.21,0.708,104.884,195867,3,54.95623,10,1,60
80,0.487,0.226,11,-19.129,0,0.25,0.504,0.00316,0.153,0.185,101.867,955067,4,22.19985,39,0,60
81,0.619,0.557,7,-10.715,0,0.0351,0.404,0.0,0.181,0.831,116.065,146867,4,26.04004,11,1,60
82,0.729,0.401,10,-9.458,1,0.0418,0.644,0.0,0.0757,0.549,134.704,184093,4,29.17542,9,0,60
83,0.833,0.625,10,-6.866,0,0.0438,0.407,0.000109,0.0929,0.953,107.659,125640,4,32.87923,7,1,60
84,0.752,0.744,7,-7.842,1,0.0653,0.17,3.98e-05,0.463,0.886,143.486,175467,4,41.17645,11,1,60
85,0.612,0.136,7,-12.687,1,0.117,0.572,0.0,0.234,0.535,101.785,186440,4,28.71102,11,1,60
86,0.234,0.693,0,-8.277,1,0.0408,2.82e-05,0.899,0.442,0.541,106.933,181320,4,78.17383,7,1,60
87,0.306,0.192,10,-19.255,1,0.0435,0.993,0.0334,0.273,0.0637,86.117,58893,3,34.15916,4,0,60
88,0.41,0.13,2,-16.79,1,0.0297,0.892,1.92e-05,0.0699,0.403,82.438,147427,4,23.49375,11,1,60
89,0.271,0.601,9,-12.56,1,0.0521,0.787,0.847,0.331,0.567,130.802,131547,4,61.73189,6,0,60
90,0.571,0.597,3,-7.616,1,0.052,0.595,0.0,0.0781,0.824,106.608,142829,4,42.0248,7,1,60
91,0.483,0.721,0,-6.836,1,0.032,0.729,0.0,0.189,0.562,95.261,369600,4,41.44029,14,1,60
92,0.277,0.36,9,-16.67,1,0.0333,0.574,0.0,0.569,0.351,109.777,239413,4,33.64309,13,0,60
93,0.596,0.714,9,-11.522,0,0.18,0.743,0.0767,0.226,0.961,121.665,194947,4,24.8343,9,0,60
94,0.716,0.412,3,-12.064,1,0.0354,0.869,0.0,0.0624,0.51,124.251,163920,4,34.27131,8,1,60
95,0.211,0.292,0,-12.922,1,0.0299,0.567,0.927,0.0949,0.289,57.001,147428,4,47.3269,7,0,60
96,0.534,0.384,1,-11.41,1,0.0283,0.772,3.46e-06,0.207,0.374,101.752,148927,4,17.61501,9,1,60
97,0.514,0.25,5,-16.405,0,0.0519,0.945,0.919,0.112,0.567,99.083,159227,3,21.21126,9,1,60
98,0.122,0.165,4,-15.358,0,0.0393,0.983,0.832,0.117,0.0583,68.608,260640,4,27.04614,13,0,60
99,0.635,0.701,6,-11.236,1,0.0571,0.268,1.11e-05,0.0354,0.559,124.08,153360,4,59.86763,8,1,60
100,0.41,0.278,5,-14.448,1,0.0486,0.964,0.0295,0.151,0.336,130.698,306067,4,49.00655,12,0,60
101,0.25,0.159,9,-16.753,0,0.0329,0.922,6.89e-06,0.373,0.187,77.872,164840,5,29.79813,10,0,60
102,0.424,0.657,0,-5.801,1,0.0289,0.727,0.000162,0.153,0.85,155.56,165427,4,60.6395,7,1,60
103,0.363,0.333,11,-6.677,1,0.028,0.577,4.07e-05,0.152,0.362,103.176,135747,3,31.52434,7,0,60
104,0.417,0.41,10,-12.107,1,0.0369,0.305,0.000423,0.11,0.954,172.378,117493,4,36.11071,6,1,60
105,0.559,0.934,8,-3.228,1,0.0416,0.38,0.0,0.144,0.962,103.631,132307,4,18.60075,8,0,60
106,0.607,0.807,2,-6.633,1,0.0524,0.776,0.00869,0.108,0.903,102.642,247640,4,85.48057,10,0,60
107,0.259,0.346,2,-14.652,0,0.0363,0.962,0.827,0.232,0.184,83.2,268333,3,34.13796,12,0,60
108,0.584,0.217,9,-15.429,0,0.0322,0.839,0.000956,0.107,0.492,117.792,399427,4,78.05636,15,1,60
109,0.602,0.619,9,-11.751,1,0.0768,0.434,0.0,0.364,0.902,139.6,151387,4,32.46582,8,1,60
110,0.417,0.361,7,-9.994,1,0.0626,0.376,0.0,0.114,0.47,201.364,168493,4,36.32903,9,1,60
111,0.229,0.0642,3,-15.848,1,0.0373,0.876,7.47e-05,0.0946,0.0789,96.901,124093,4,49.16744,5,0,60
112,0.567,0.574,10,-10.011,1,0.0462,0.0035,0.732,0.0775,0.883,159.349,113253,4,64.83294,4,0,60
113,0.721,0.535,8,-8.883,1,0.146,0.794,0.0,0.34,0.834,151.44,144787,4,48.32174,6,0,60
114,0.571,0.525,0,-7.486,1,0.0368,0.19,0.0,0.675,0.903,104.491,160360,4,61.17848,8,0,60
115,0.702,0.704,9,-10.257,1,0.181,0.0664,0.0,0.225,0.816,116.491,158240,4,53.29203,7,0,60
116,0.682,0.612,8,-7.004,0,0.0381,0.284,0.0,0.0783,0.845,127.647,163280,4,49.02718,8,1,60
117,0.583,0.286,6,-8.041,0,0.0258,0.635,0.000276,0.337,0.315,95.263,151267,4,36.73766,8,0,60
118,0.301,0.634,5,-10.432,1,0.0397,0.33,0.552,0.167,0.403,106.06,155600,4,50.37056,8,1,60
119,0.588,0.795,9,-6.297,1,0.0339,0.797,0.00012,0.187,0.966,139.057,176379,4,26.95642,8,1,60
120,0.436,0.219,10,-17.6,0,0.0868,0.96,0.000166,0.251,0.248,92.692,216667,3,41.71355,9,0,60
121,0.247,0.283,9,-10.62,1,0.0299,0.785,1.27e-06,0.0634,0.486,185.624,151293,3,36.02943,8,1,60
122,0.551,0.477,11,-11.067,1,0.0297,0.513,3.7e-05,0.185,0.618,104.612,161467,4,23.89738,9,1,60
123,0.162,0.066,0,-26.558,0,0.0277,0.986,0.904,0.289,0.0383,72.851,131493,3,45.13542,5,0,60
124,0.651,0.651,7,-10.775,1,0.0387,0.0927,0.0826,0.402,0.761,116.156,157600,4,34.53469,9,1,60
125,0.592,0.612,8,-9.728,1,0.0303,0.52,0.765,0.0745,0.877,142.111,146524,4,136.36078,3,1,60
126,0.317,0.149,1,-16.821,1,0.0377,0.984,0.002,0.197,0.184,130.241,247040,3,44.84734,10,0,60
127,0.653,0.376,0,-14.969,1,0.0357,0.818,0.336,0.122,0.855,114.273,159867,4,39.27973,8,1,60
128,0.478,0.298,2,-13.842,1,0.0342,0.74,1.11e-05,0.139,0.376,110.006,195733,4,22.67291,13,1,60
129,0.486,0.586,0,-8.007,1,0.0397,0.722,0.0,0.0855,0.684,117.33,163560,4,32.32515,9,0,60
130,0.516,0.188,9,-18.202,0,0.0774,0.982,7.88e-06,0.708,0.521,97.354,141388,4,73.81307,5,0,60
131,0.388,0.19,0,-19.812,1,0.0331,0.989,0.873,0.111,0.394,100.502,579853,4,67.6338,24,0,60
132,0.298,0.83,3,-7.343,1,0.0687,0.655,0.00152,0.446,0.687,182.117,184200,4,42.21383,12,1,60
133,0.6,0.61,4,-11.434,1,0.0271,0.0257,0.000278,0.117,0.789,108.312,151920,4,33.37726,8,1,60
134,0.237,0.502,11,-14.019,1,0.0378,0.83,0.954,0.217,0.0706,81.398,249320,4,70.95656,9,0,60
135,0.237,0.188,1,-19.85,1,0.0467,0.993,0.201,0.118,0.0342,134.443,93927,5,23.88634,6,0,60
136,0.469,0.598,7,-5.53,1,0.0304,0.495,1.16e-06,0.175,0.749,124.839,163867,3,68.09802,8,1,60
137,0.422,0.221,4,-14.568,0,0.0283,0.825,1.93e-05,0.119,0.259,96.753,152307,3,81.712,6,0,60
138,0.323,0.0168,2,-24.957,0,0.0375,0.953,0.969,0.103,0.25,104.744,93373,4,41.59531,5,0,60
139,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56e-06,0.356,0.965,80.201,141067,4,85.75775,4,1,60
140,0.479,0.453,3,-12.806,1,0.0472,0.225,0.00038,0.143,0.756,81.18,188133,4,31.42769,8,1,60
141,0.154,0.185,5,-14.063,1,0.0315,0.911,0.000267,0.112,0.15,83.969,166107,4,42.51415,10,1,60
142,0.517,0.593,4,-5.658,1,0.0408,0.501,0.0,0.121,0.89,88.849,131520,4,77.54304,4,1,60
143,0.529,0.44,5,-9.11,1,0.0302,0.742,1.05e-05,0.328,0.611,103.669,157387,3,61.51228,6,1,60
144,0.27,0.367,5,-12.577,0,0.0315,0.697,0.0,0.22,0.414,86.487,150009,3,18.13633,7,1,60
145,0.481,0.662,4,-7.287,1,0.317,0.584,0.0,0.194,0.827,184.81,103200,4,31.07476,6,0,60
146,0.321,0.474,5,-9.383,1,0.0348,0.743,0.0,0.204,0.804,121.199,162093,4,33.75838,9,1,60
147,0.585,0.684,7,-7.133,1,0.0346,0.764,0.00113,0.272,0.737,101.83,143327,4,27.52852,7,0,60
148,0.416,0.288,2,-17.273,1,0.0411,0.798,0.445,0.544,0.238,118.064,403960,4,20.55653,19,0,60
149,0.628,0.742,4,-6.674,0,0.0304,0.669,5.51e-05,0.178,0.96,150.225,106667,4,25.344,7,0,60
150,0.534,0.468,0,-8.76,1,0.0571,0.599,0.0,0.237,0.898,151.58,162133,4,35.69243,10,1,60
151,0.357,0.341,8,-8.789,1,0.0302,0.763,0.0,0.121,0.379,87.432,155267,4,24.33014,7,1,60
152,0.298,0.209,0,-15.301,1,0.0343,0.892,0.921,0.198,0.343,81.843,314853,4,43.20812,15,0,60
153,0.542,0.637,0,-11.418,1,0.0297,0.552,1.52e-06,0.17,0.965,148.72,200027,4,26.96936,10,1,60
154,0.549,0.766,0,-4.725,1,0.0623,0.713,0.000162,0.0446,0.955,135.203,160627,4,45.0657,6,0,60
155,0.214,0.188,7,-22.039,0,0.0402,0.935,0.928,0.0994,0.027,166.058,761227,4,64.90613,30,0,60
156,0.298,0.484,8,-7.979,1,0.0626,0.544,0.0,0.321,0.619,178.91,191467,3,22.78023,12,1,60
157,0.116,0.0304,8,-26.245,1,0.0447,0.854,0.562,0.622,0.0322,80.186,266173,4,50.7939,11,0,60
158,0.465,0.357,10,-9.118,1,0.0591,0.744,0.0,0.052,0.78,168.881,182880,3,17.43864,11,0,60
159,0.544,0.682,9,-9.243,1,0.0638,0.00322,0.498,0.0931,0.814,98.602,130357,4,36.97011,8,0,60
160,0.506,0.513,7,-10.478,1,0.0298,0.678,0.0,0.0725,0.704,112.523,159707,4,27.51196,7,1,60
161,0.468,0.947,7,-6.76,0,0.104,0.000684,0.000132,0.0608,0.542,124.51,335413,4,29.96796,9,0,60
162,0.604,0.742,9,-9.503,1,0.0459,0.0611,6.13e-06,0.259,0.923,163.861,161947,4,24.20331,9,1,60
163,0.473,0.494,8,-9.134,1,0.0399,0.206,0.000103,0.361,0.332,116.657,162772,4,30.09108,9,1,60
164,0.429,0.327,8,-13.525,1,0.0346,0.733,0.00429,0.129,0.475,83.751,167627,4,29.99324,12,0,60
165,0.443,0.92,2,-3.794,0,0.057,0.864,0.573,0.23,0.736,132.578,44933,4,0.0,2,0,60
166,0.512,0.331,0,-11.183,1,0.0771,0.678,0.0,0.295,0.723,163.966,198600,4,36.58529,12,0,60
167,0.469,0.651,2,-5.37,1,0.0408,0.229,0.0,0.0994,0.844,126.071,170907,4,34.78687,8,0,60
168,0.534,0.712,11,-7.476,1,0.0837,0.513,0.0,0.367,0.947,129.136,153267,4,66.62363,7,1,60
169,0.581,0.669,6,-3.659,1,0.0385,0.19,0.0,0.243,0.926,78.073,133893,4,21.05367,7,1,60
170,0.366,0.685,10,-7.928,0,0.0478,0.803,3.42e-05,0.233,0.515,93.018,842040,3,34.58372,35,0,60
171,0.393,0.641,6,-9.589,1,0.0473,0.348,1.7e-05,0.287,0.782,125.005,172800,4,41.91397,8,0,60
172,0.361,0.35,5,-10.755,0,0.0356,0.918,0.891,0.105,0.29,61.126,277387,4,92.0964,10,0,60
173,0.315,0.63,11,-10.128,0,0.0419,0.705,0.762,0.434,0.628,107.436,144914,4,56.193,7,0,60
174,0.502,0.571,1,-8.995,0,0.0297,0.571,0.0,0.103,0.963,160.967,145360,4,76.99889,6,1,60
175,0.517,0.643,0,-6.012,1,0.0287,0.0188,0.00241,0.214,0.46,128.359,130120,3,16.98014,8,1,60
176,0.463,0.406,1,-15.143,1,0.0602,0.508,0.182,0.128,0.722,155.862,301747,4,58.32928,12,0,60
177,0.497,0.768,9,-6.498,1,0.0361,0.588,0.0,0.151,0.874,126.763,137613,4,23.688,8,1,60
178,0.647,0.601,9,-8.988,1,0.0538,0.911,0.0772,0.211,0.965,145.903,174293,4,28.11185,7,0,60
179,0.57,0.622,7,-3.704,1,0.038,0.82,0.0,0.113,0.962,115.782,154733,4,19.77723,10,0,60
180,0.485,0.366,7,-10.081,1,0.0257,0.733,0.0,0.376,0.668,95.533,133067,3,22.55567,9,1,60
181,0.567,0.585,9,-5.665,0,0.0326,0.411,0.0,0.129,0.72,131.72,177040,4,17.30834,8,1,60
182,0.415,0.631,0,-12.364,1,0.27,0.918,0.0883,0.493,0.437,115.583,247333,3,35.20037,11,0,60
183,0.487,0.385,9,-10.952,1,0.0306,0.614,4.32e-06,0.517,0.609,111.381,157347,1,27.76032,9,1,60
184,0.581,0.827,0,-5.935,1,0.194,0.0619,1.02e-06,0.275,0.481,94.71,115827,4,48.01362,6,1,60
185,0.618,0.243,4,-19.003,0,0.0848,0.502,0.0,0.102,0.556,104.373,258913,4,25.74555,13,1,60
186,0.62,0.28,11,-19.028,1,0.0354,0.81,6.97e-05,0.0983,0.84,122.109,118000,4,37.08085,6,0,60
187,0.398,0.261,8,-13.547,1,0.0451,0.215,8.32e-05,0.13,0.069,146.594,1124153,4,21.5263,35,1,60
188,0.738,0.356,1,-14.788,1,0.0341,0.548,0.0,0.248,0.862,108.577,181213,4,27.35547,13,1,60
189,0.628,0.594,2,-4.779,1,0.04,0.743,0.18,0.16,0.759,130.705,180833,4,28.92818,10,0,60
190,0.349,0.239,0,-11.413,1,0.0306,0.891,0.00066,0.12,0.308,113.807,252400,4,45.06295,12,0,60
191,0.261,0.376,7,-7.275,1,0.0289,0.587,0.00382,0.157,0.336,150.789,225733,3,30.28078,9,1,60
192,0.372,0.112,7,-19.78,1,0.06,0.94,0.532,0.0437,0.117,89.812,588387,4,50.61889,25,0,60
193,0.217,0.1,0,-15.682,1,0.032,0.979,0.812,0.0733,0.22,100.605,138493,3,44.92841,5,0,60
194,0.751,0.468,3,-8.106,1,0.0391,0.462,5.23e-05,0.106,0.942,122.672,165000,4,31.20736,10,1,60
195,0.265,0.138,5,-15.507,0,0.036,0.93,0.0932,0.0973,0.162,57.782,332133,4,53.39706,17,0,60
196,0.51,0.24,10,-19.395,1,0.517,0.992,0.937,0.488,0.37,116.186,288493,4,36.40476,13,0,60
197,0.15,0.0116,0,-30.681,1,0.0496,0.946,0.952,0.107,0.0386,105.51,220133,4,28.56954,12,0,60
198,0.694,0.547,4,-9.901,0,0.0277,0.605,8.4e-05,0.337,0.894,101.658,165613,4,52.99934,8,1,60
199,0.136,0.937,11,-6.837,1,0.0822,0.204,0.804,0.636,0.151,86.231,61053,4,33.08726,5,0,60
200,0.374,0.439,6,-16.867,0,0.0402,0.791,0.00839,0.169,0.0811,94.248,295933,4,23.75286,15,0,60
201,0.477,0.274,11,-12.238,0,0.0339,0.822,0.000573,0.0931,0.285,60.918,225973,4,42.36704,8,0,60
202,0.396,0.546,11,-10.234,0,0.0364,0.34,0.00744,0.162,0.503,135.148,174333,4,45.91473,9,1,60
203,0.436,0.369,2,-15.899,0,0.0348,0.493,0.0,0.0565,0.499,102.055,139923,4,44.15115,7,1,60
204,0.67,0.264,5,-16.47,1,0.111,0.689,0.0437,0.077,0.19,136.836,62880,4,38.59013,4,0,60
205,0.642,0.515,8,-7.986,1,0.0319,0.52,0.0,0.169,0.853,81.036,143200,4,56.53437,7,1,60
206,0.713,0.129,10,-18.941,1,0.91,0.882,0.0,0.145,0.449,130.458,87840,4,41.28582,3,0,60
207,0.338,0.373,8,-13.262,1,0.029,0.356,0.000315,0.337,0.347,104.507,166853,3,67.28909,7,1,60
208,0.175,0.0319,9,-29.846,1,0.0479,0.98,0.906,0.0843,0.0378,123.15,152831,4,27.09315,7,0,60
209,0.447,0.115,10,-18.343,1,0.032,0.898,0.977,0.117,0.272,116.935,124134,4,36.42257,8,0,60
210,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,31.96861,10,1,60
211,0.426,0.288,9,-18.822,0,0.23,0.98,7.88e-06,0.703,0.653,116.283,127365,4,46.38168,5,0,60
212,0.352,0.724,0,-8.507,1,0.0402,0.124,0.0,0.22,0.931,204.181,130133,3,34.92887,8,1,60
213,0.623,0.68,0,-9.405,1,0.0512,0.0888,0.0,0.116,0.856,132.429,148267,4,27.1921,11,1,60
214,0.602,0.219,8,-17.223,1,0.159,0.687,0.0609,0.0817,0.451,108.332,170749,4,42.45077,8,0,60
215,0.393,0.0277,10,-34.286,1,0.0437,0.958,0.822,0.0927,0.259,93.305,131133,4,85.0158,5,0,60
216,0.393,0.518,7,-8.026,1,0.0403,0.422,0.0,0.192,0.716,140.742,175893,3,51.30313,8,1,60
217,0.172,0.102,11,-18.787,0,0.0402,0.991,0.0102,0.0959,0.0689,83.633,182600,4,16.55284,10,0,60
218,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4,17.35028,6,1,60
219,0.659,0.666,0,-12.526,1,0.0638,0.106,0.000513,0.219,0.484,88.411,241467,4,23.79224,10,0,60
220,0.46,0.675,7,-7.657,1,0.0279,0.825,0.91,0.23,0.954,81.817,135520,4,37.50982,7,1,60
221,0.646,0.377,7,-16.895,1,0.0303,0.508,0.0,0.156,0.839,111.935,162347,4,45.64098,7,1,60
222,0.734,0.556,7,-14.958,1,0.0312,0.0893,0.343,0.0593,0.95,94.91,125893,4,42.16559,4,1,60
223,0.694,0.691,10,-5.604,1,0.075,0.737,0.0,0.335,0.805,91.213,235760,4,34.84169,12,1,60
224,0.61,0.316,7,-12.6,1,0.0335,0.755,0.000218,0.121,0.708,110.0,128453,4,17.99055,9,1,60
225,0.575,0.436,0,-9.225,1,0.0318,0.761,0.00354,0.0442,0.833,96.885,131507,4,19.54632,6,1,60
226,0.562,0.779,7,-6.705,1,0.0592,0.363,0.0292,0.066,0.967,119.602,179387,4,39.63324,7,1,60
